ASIN,Title,Binding,Creator,Edition,Author,ItemDimensionsHeight,ItemDimensionsLength,ItemDimensionsWidth,ItemDimensionsWeight,Label,LanguagesUnknown,LanguagesOriginal,LanguagesPublished,Amount,CurrencyCode,Manufacturer,NumberOfPages,PackageDimensionsHeight,PackageDimensionsLength,PackageDimensionsWidth,PackageDimensionsWeight,ProductGroup,ProductTypeName,PublicationDate,Publisher,SmallImageUrl,Studio,SalesRanking
0470917601,"Functions Modeling Change: A Preparation for Calculus","Loose Leaf"," ","4th Edition Binder Ready Version","Connally, Eric",10.35,0.91,8.19,8.19,Wiley,english,english,english," "," ",Wiley,672,1.00,10.50,8.30,2.50,Book,ABIS_BOOK,2010-11-15,Wiley,http://ecx.images-amazon.com/images/I/618GOp1VweL._SL75_.jpg,Wiley,333055
047091761X,"Explorations in College Algebra","Loose Leaf"," ",5,"Kime, Linda Almgren",10.63,0.98,8.27,8.27,Wiley,english,english,english," "," ",Wiley,768,0.81,9.83,7.44,1.31,Book,ABIS_BOOK,2010-11-15,Wiley,http://ecx.images-amazon.com/images/I/51P4gco0T3L._SL75_.jpg,Wiley,351586
0470917636,"Digital SLR Settings and Shortcuts For Dummies",Paperback," ",1,"Sahlin, Doug",0.81,9.12,7.40,7.40,"For Dummies",english,english,english,29.99,USD,"For Dummies",400,1.00,9.10,7.30,2.00,Book,ABIS_BOOK,2011-01-04,"For Dummies",http://ecx.images-amazon.com/images/I/51fGVsXPe0L._SL75_.jpg,"For Dummies",398544
0470917644,"Digital Cameras & Photography For Dummies, Book + DVD Bundle",Paperback," ",1,"Hinton, Mark Justice",0.82,9.24,7.40,7.40,"For Dummies",english,english,english,24.99,USD,"For Dummies",224,1.20,9.60,7.40,1.45,Book,ABIS_BOOK,2010-11-30,"For Dummies",http://ecx.images-amazon.com/images/I/519fTUiJLbL._SL75_.jpg,"For Dummies",925817
0470917652,"Management Information Systems","Loose Leaf"," ",1,"Rainer, R. Kelly",0.00,0.00,0.00,0.00,Wiley,english,english,english," "," ",Wiley,672,0.88,10.77,8.44,2.53,Book,ABIS_BOOK,2012-01-18,Wiley,http://ecx.images-amazon.com/images/I/51TiZjoQ%2BmL._SL75_.jpg,Wiley,4224678
0470917687,"Fundamentals of Engineering Thermodynamics","Loose Leaf"," ","7th Edition Binder Ready Version","Moran, Michael J.",10.63,1.38,8.39,8.39,Wiley,english,english,english," "," ",Wiley,1024,1.50,10.90,8.60,4.25,Book,ABIS_BOOK,2010-12-01,Wiley,http://ecx.images-amazon.com/images/I/61EUC7-1niL._SL75_.jpg,Wiley,449668
0470917695,"Control Systems Engineering","Loose Leaf"," ","6th Edition Binder Ready Version","Nise, Norman S.",9.65,1.28,7.78,7.78,Wiley,english,english,english," "," ",Wiley,944,1.20,9.90,7.70,3.15,Book,ABIS_BOOK,2010-12-08,Wiley,http://ecx.images-amazon.com/images/I/41Alpoj18QL._SL75_.jpg,Wiley,746710
0470917717,"Information Technology for Management: Improving Strategic and Operational Performance 8th Edition Binder Ready Version","Loose Leaf"," ","8 Lslf","Turban, Efraim",10.75,0.71,8.27,8.27,Wiley,english,english,english," "," ",Wiley,480,1.40,13.40,10.10,2.75,Book,ABIS_BOOK,2011-01-18,Wiley,http://g-ecx.images-amazon.com/images/G/01/x-site/icons/no-img-sm._V192198896_.gif,Wiley,2582319
0470917733,"Operating System Concepts Essentials","Loose Leaf"," ",1,"Silberschatz, Abraham",10.00,1.00,6.80,6.80,Wiley,english,english,english," "," ",Wiley,752,1.00,9.90,6.90,2.00,Book,ABIS_BOOK,2011-03-22,Wiley,http://ecx.images-amazon.com/images/I/51VthkDzQVL._SL75_.jpg,Wiley,3043185
047091775X,"Technical Mathematics with Calculus","Loose Leaf"," ","6th Edition Binder Ready Version","Calter, Paul A.",10.80,1.55,8.55,8.55,Wiley,english,english,english," "," ",Wiley,1152,1.54,10.77,8.52,4.52,Book,ABIS_BOOK,2010-12-28,Wiley,http://ecx.images-amazon.com/images/I/51Nl6Y2kSAL._SL75_.jpg,Wiley," "
0470917776,"Principles of Anatomy and Physiology","Loose Leaf"," ","13th Edition Binder Ready Version","Tortora, Gerard J.",1.70,10.80,9.30,9.30,Wiley,english,english,english," "," ",Wiley,1344,1.60,10.80,9.30,6.85,Book,ABIS_BOOK,2011-01-05,Wiley,http://ecx.images-amazon.com/images/I/51tMr7L%2BgwL._SL75_.jpg,Wiley,151058
0470917814,"Environmental Science: Earth as a Living Planet","Loose Leaf"," ","8th Edition Binder Ready Version","Botkin, Daniel B.",10.75,0.91,8.19,8.19,Wiley,english,english,english," "," ",Wiley,656,0.90,10.80,8.40,2.70,Book,ABIS_BOOK,2011-01-05,Wiley,http://ecx.images-amazon.com/images/I/51qG29g5ZAL._SL75_.jpg,Wiley,893787
0470917822,"Dicho y hecho: Beginning Spanish with accompanying Audio (Spanish Edition)","Loose Leaf"," ","9th Edition Binder Ready Version","Dawson, Laila M.",11.50,0.91,8.50,8.50,Wiley,spanish,spanish,spanish," "," ",Wiley,608,0.90,10.90,8.40,2.55,Book,ABIS_BOOK,2011-01-11,Wiley,http://ecx.images-amazon.com/images/I/511uvPPDRYL._SL75_.jpg,Wiley,760455
0470917830,"Intermediate Accounting, 14th edition Binder Ready Version","Loose Leaf"," ","14 Unbnd","Kieso, Donald E.",10.75,2.09,8.46,8.46,Wiley,english,english,english," "," ",Wiley,1640,1.90,10.90,8.50,6.35,Book,ABIS_BOOK,2011-03-15,Wiley,http://ecx.images-amazon.com/images/I/31Gcblpe-gL._SL75_.jpg,Wiley,113215
0470917857,"Fundamentals of Heat and Mass Transfer","Loose Leaf"," ","7th Edition Binder Ready Version","Incropera, Frank P.",1.40,9.90,7.70,7.70,Wiley,english,english,english," "," ",Wiley,1080,1.40,9.90,7.70,3.60,Book,ABIS_BOOK,2011-05-16,Wiley,http://ecx.images-amazon.com/images/I/51cbzec8VWL._SL75_.jpg,Wiley,174200
0470917865,"Introduction to Heat Transfer","Loose Leaf"," ","6th Edition Binder Ready Version","Incropera, Frank P.",10.00,1.30,8.27,8.27,Wiley,english,english,english," "," ",Wiley,984,1.30,10.00,7.60,3.20,Book,ABIS_BOOK,2011-05-16,Wiley,http://ecx.images-amazon.com/images/I/31e4amYmx8L._SL75_.jpg,Wiley,921176
0470917873,"Engineering Mechanics: Statics","Loose Leaf"," ","7th Edition Binder Ready Version","Meriam, J. L.",9.76,0.91,7.87,7.87,Wiley,english,english,english," "," ",Wiley,544,0.80,9.90,7.90,1.90,Book,ABIS_BOOK,2011-08-09,Wiley,http://ecx.images-amazon.com/images/I/31SdWrN9ofL._SL75_.jpg,Wiley,2209307
0470917881,"Accounting, Fourth Edition Binder Ready Version","Loose Leaf"," ","4 Unbnd","Kimmel, Paul D.",10.75,1.77,8.19,8.19,Wiley,english,english,english," "," ",Wiley,1408,2.50,10.90,8.90,5.05,Book,ABIS_BOOK,2010-12-01,Wiley,http://ecx.images-amazon.com/images/I/61G47yyA11L._SL75_.jpg,Wiley,787450
0470918004,"Foreign Corrupt Practices Act: A Practical Resource for Managers and Executives",Paperback," ",1,"Murphy, Aaron G.",9.06,0.00,6.06,6.06,Wiley,english,english,english,60.00,USD,Wiley,288,1.02,8.90,5.98,0.79,Book,ABIS_BOOK,2010-12-21,Wiley,http://ecx.images-amazon.com/images/I/51JlvrMpFQL._SL75_.jpg,Wiley,294797
047091808X,"The Cul-de-Sac Syndrome: Turning Around the Unsustainable American Dream (Bloomberg)",Paperback," ",1,"Wasik, John F.",8.85,0.59,5.96,5.96,"Bloomberg Press",english,english,english,14.95,USD,"Bloomberg Press",207,0.70,8.90,5.90,0.60,Book,ABIS_BOOK,2011-02-08,"Bloomberg Press",http://ecx.images-amazon.com/images/I/51LCJapKS9L._SL75_.jpg,"Bloomberg Press",2101377
0470918136,"Morningstar's 30-Minute Money Solutions: A Step-by-Step Guide to Managing Your Finances",Paperback," ",1,"Benz, Christine",0.88,8.63,5.70,5.70,Wiley,english,english,english,16.95,USD,Wiley,295,0.90,8.60,5.60,0.80,Book,ABIS_BOOK,2011-03-01,Wiley,http://ecx.images-amazon.com/images/I/51b5P%2B7-rCL._SL75_.jpg,Wiley,769764
0470918144,"Aftershock: Protect Yourself and Profit in the Next Global Financial Meltdown",Hardcover," ","2nd Revised and Updated","Wiedemer, David",1.16,9.07,6.41,6.41,Wiley,english,english,english,27.95,USD,Wiley,320,1.10,9.10,6.30,1.15,Book,ABIS_BOOK,2011-08-02,Wiley,http://ecx.images-amazon.com/images/I/51Qz1xU0x6L._SL75_.jpg,Wiley,6809
0470918179,"Save Big: Cut Your Top 5 Costs and Save Thousands",Paperback,"Sawyer, Diane",1,"Leamy, Elisabeth",8.62,0.95,5.43,5.43,Wiley,english,english,english,14.95,USD,Wiley,338,1.00,8.60,5.60,0.75,Book,ABIS_BOOK,2011-02-22,Wiley,http://ecx.images-amazon.com/images/I/51xXhYOvfpL._SL75_.jpg,Wiley,1026732
0470918195,"The Ultimate Suburban Survivalist Guide: The Smartest Money Moves to Prepare for Any Crisis",Paperback," ",1,"Brodrick, Sean",8.78,1.00,5.79,5.79,Wiley,english,english,english,14.95,USD,Wiley,329,1.00,8.70,5.60,0.95,Book,ABIS_BOOK,2011-01-25,Wiley,http://ecx.images-amazon.com/images/I/51-XzF8FWIL._SL75_.jpg,Wiley,626431
0470918209,"CauseWired: Plugging In, Getting Involved, Changing the World",Paperback," ",1,"Watson, Tom",8.82,0.76,5.67,5.67,Wiley,english,english,english,16.95,USD,Wiley,272,0.90,8.60,5.50,0.30,Book,ABIS_BOOK,2010-12-07,Wiley,http://ecx.images-amazon.com/images/I/41BkNmlaoRL._SL75_.jpg,Wiley,725017
0470918217,"Burning the Ships: Transforming Your Company's Culture Through Intellectual Property Strategy",Paperback," ",1,"Phelps, Marshall",8.74,0.63,5.67,5.67,Wiley,english,english,english,16.95,USD,Wiley,186,0.71,8.66,5.67,0.53,Book,ABIS_BOOK,2010-12-21,Wiley,http://ecx.images-amazon.com/images/I/41gw1oH2GEL._SL75_.jpg,Wiley,513690
0470918322,"Algebra Form and Function (Algerbra Form and Function Math 1110 Algebra II Western Michigan University)",Paperback," "," ","McCallum Connally Hughes-Hallet et al"," "," "," "," "," "," "," "," "," "," "," "," ",0.60,10.40,8.50,2.00,Book,BOOKS_1973_AND_LATER,2011-01-01," ",http://ecx.images-amazon.com/images/I/51CZYW-KhnL._SL75_.jpg," ",1020611
0470918853,"Child Psychology and Development For Dummies",Paperback," ",1,"Smith, Laura L.",0.87,9.21,7.43,7.43,"For Dummies",english,english,english,19.99,USD,"For Dummies",384,1.10,9.10,7.20,0.85,Book,ABIS_BOOK,2011-03-01,"For Dummies",http://ecx.images-amazon.com/images/I/51xNEiIlIeL._SL75_.jpg,"For Dummies",286996
0470919000,"No One Would Listen: A True Financial Thriller",Paperback," ",1,"Markopolos, Harry",8.74,0.94,5.75,5.75,Wiley,english,english,english,16.95,USD,Wiley,354,1.10,8.60,5.70,2.20,Book,ABIS_BOOK,2011-02-08,Wiley,http://ecx.images-amazon.com/images/I/51ZUvDhl7xL._SL75_.jpg,Wiley,110210
0470919019,"The Bogleheads' Guide to Retirement Planning",Paperback,"Bogle, John C.",1,"Larimore, Taylor",1.04,8.94,5.95,5.95,Wiley,english,english,english,16.95,USD,Wiley,400,1.40,8.90,5.90,0.95,Book,ABIS_BOOK,2011-02-22,Wiley,http://ecx.images-amazon.com/images/I/51ER4-bIa4L._SL75_.jpg,Wiley,14885
0470919027,"Gods at War: Shotgun Takeovers, Government by Deal, and the Private Equity Implosion",Paperback," ",1,"Davidoff, Steven M.",8.74,1.03,5.67,5.67,Wiley,english,english,english,16.95,USD,Wiley,365,1.30,8.50,5.60,0.95,Book,ABIS_BOOK,2010-12-28,Wiley,http://ecx.images-amazon.com/images/I/51BqS1FGWXL._SL75_.jpg,Wiley,172699
0470919035,"How a Second Grader Beats Wall Street: Golden Rules Any Investor Can Learn",Paperback," ",1,"Roth, Allan S.",8.23,0.79,5.20,5.20,Wiley,english,english,english,14.95,USD,Wiley,262,0.90,8.10,5.10,0.70,Book,ABIS_BOOK,2011-01-25,Wiley,http://ecx.images-amazon.com/images/I/41TYlTs5oaL._SL75_.jpg,Wiley,200583
0470919094,"WP Stand Alone Intermediate Accounting (Wiley Plus Products)",Paperback," ",14,"Kieso, Donald E.",8.74,0.79,5.98,5.98,Wiley,english,english,english," "," ",Wiley," ",0.90,8.90,6.00,0.15,Book,ABIS_BOOK,2011-07-20,Wiley,http://ecx.images-amazon.com/images/I/317RmZ7QrpL._SL75_.jpg,Wiley,1193639
0470919655,"The Forbes/CFA Institute Investment Course: Timeless Principles for Building Wealth",Hardcover," ",1,"Janjigian, Vahan",9.25,1.06,6.26,6.26,Wiley,english,english,english,39.95,USD,Wiley,288,1.20,9.10,6.20,1.05,Book,ABIS_BOOK,2011-02-08,Wiley,http://ecx.images-amazon.com/images/I/51xXu8yHmZL._SL75_.jpg,Wiley,279739
0470919779,"Mastering Autodesk Maya 2012",Paperback," ",1,"Palamar, Todd",9.25,0.00,7.36,7.36,Sybex,english,english,english,69.99,USD,Sybex,992,1.90,9.20,7.30,4.30,Book,ABIS_BOOK,2011-08-02,Sybex,http://ecx.images-amazon.com/images/I/516UyBjmz-L._SL75_.jpg,Sybex,551449
0470919973,"Helping Students Remember, Includes CD-ROM: Exercises and Strategies to Strengthen Memory",Paperback," ",1,"Dehn, Milton J.",10.87,0.91,8.58,8.58,Wiley,english,english,english,58.00,USD,Wiley,276,1.00,10.80,8.40,1.25,Book,ABIS_BOOK,2011-10-11,Wiley,http://ecx.images-amazon.com/images/I/51d2zW2%2BOAL._SL75_.jpg,Wiley,150797
047091999X,"Reinforcement and Systemic Machine Learning for Decision Making (IEEE Press Series on Systems Science and Engineering)",Hardcover," ",1,"Kulkarni, Parag",9.25,0.91,6.26,6.26,"Wiley-IEEE Press",english,english,english,115.00,USD,"Wiley-IEEE Press",312,0.87,9.37,6.06,1.28,Book,ABIS_BOOK,2012-08-14,"Wiley-IEEE Press",http://ecx.images-amazon.com/images/I/41ViMoBF0NL._SL75_.jpg,"Wiley-IEEE Press",2833201
0470920009,"Someday Rich: Planning for Sustainable Tomorrows Today (Wiley Finance)",Hardcover," ",1,"Noonan, Timothy",9.25,1.10,6.26,6.26,Wiley,english,english,english,60.00,USD,Wiley,320,1.40,9.10,6.10,1.15,Book,ABIS_BOOK,2011-12-06,Wiley,http://ecx.images-amazon.com/images/I/4156W1aLKqL._SL75_.jpg,Wiley,1038922
0470920033,"The Business Guide to Legal Literacy: What Every Manager Should Know About the Law",Paperback," ",1,"Hasl-Kelchner, Hanna",8.74,0.87,5.75,5.75,Jossey-Bass,english,english,english,34.95,USD,Jossey-Bass,384,1.10,8.98,5.98,1.28,Book,ABIS_BOOK,2006-03-31,Jossey-Bass,http://ecx.images-amazon.com/images/I/518j8XLAu4L._SL75_.jpg,Jossey-Bass,3233884
0470920041,"The Little Book of Alternative Investments: Reaping Rewards by Daring to be Different (Little Books. Big Profits)",Hardcover," ",1,"Stein, Ben",7.32,1.06,5.47,5.47,Wiley,english,english,english,19.95,USD,Wiley,288,1.20,7.10,5.40,0.70,Book,ABIS_BOOK,2011-03-29,Wiley,http://ecx.images-amazon.com/images/I/51-m3q9XfcL._SL75_.jpg,Wiley,65734
0470920084,"A New American Tea Party: The Counterrevolution Against Bailouts, Handouts, Reckless Spending, and More Taxes",Paperback,"Malkin, Michelle",1,"O'Hara, John M.",9.13,0.91,5.67,5.67,Wiley,english,english,english,16.95,USD,Wiley,336,1.10,8.70,5.50,0.85,Book,ABIS_BOOK,2011-01-04,Wiley,http://ecx.images-amazon.com/images/I/51R4ch8pKYL._SL75_.jpg,Wiley,1004842
0470920106,"Measure What Matters: Online Tools For Understanding Customers, Social Media, Engagement, and Key Relationships",Hardcover," ",1,"Delahaye Paine, Katie",0.90,9.10,6.30,6.30,Wiley,english,english,english,27.95,USD,Wiley,272,1.00,9.10,6.00,1.00,Book,ABIS_BOOK,2011-03-15,Wiley,http://ecx.images-amazon.com/images/I/41N1nM%2BTUJL._SL75_.jpg,Wiley,113366
0470920157,"No-Hype Options Trading: Myths, Realities, and Strategies That Really Work (Wiley Trading)",Hardcover," ",1,"Given, Kerry",9.33,0.83,6.38,6.38,Wiley,english,english,english,60.00,USD,Wiley,198,1.00,9.00,6.10,0.50,Book,ABIS_BOOK,2011-01-11,Wiley,http://ecx.images-amazon.com/images/I/51fjhdkpU3L._SL75_.jpg,Wiley,531638
0470920343,"WP Stand Alone Accounting Principles (Wiley Plus Products)","Misc. Supplies"," ",10,"Weygandt, Jerry J.",9.25,0.59,6.26,6.26,Wiley,english,english,english," "," ",Wiley," ",0.90,9.00,6.10,0.02,Book,ABIS_BOOK,2011-07-05,Wiley,http://ecx.images-amazon.com/images/I/51R6wV6CJKL._SL75_.jpg,Wiley,476652
047092036X,"WP Stand Alone Financial Accounting: Tools for Business Decision Making (Wiley Plus Products)","Misc. Supplies"," ",6,"Kimmel, Paul D.",9.25,0.79,6.26,6.26,Wiley,english,english,english," "," ",Wiley," ",0.90,9.00,6.00,0.20,Book,ABIS_BOOK,2011-06-21,Wiley,http://ecx.images-amazon.com/images/I/31jHV2HRXtL._SL75_.jpg,Wiley,511798
0470920416,"Implementing SSL / TLS Using Cryptography and PKI",Paperback," ",1,"Davies, Joshua",9.37,1.42,7.60,7.60,Wiley,english,english,english,60.00,USD,Wiley,696,1.60,9.20,7.30,2.60,Book,ABIS_BOOK,2011-01-11,Wiley,http://ecx.images-amazon.com/images/I/41ApwrG56WL._SL75_.jpg,Wiley,186234
0470920424,"Unleashing the Power of IT: Bringing People, Business, and Technology Together (Wiley CIO)",Hardcover," ",1,"Roberts, Dan",0.99,9.22,6.30,6.30,Wiley,english,english,english,45.00,USD,Wiley,288,1.18,9.06,6.14,1.06,Book,ABIS_BOOK,2011-04-26,Wiley,http://ecx.images-amazon.com/images/I/51i6%2Bzp0VfL._SL75_.jpg,Wiley,299594
0470920440,"Practitioner's Complete Guide to M&amp;As, with Website: An All-Inclusive Reference (Wiley Finance)",Paperback," ",1,"Emott, David T.",10.75,1.18,8.27,8.27,Wiley,english,english,english,95.00,USD,Wiley,404,1.20,10.70,8.30,1.90,Book,ABIS_BOOK,2011-04-26,Wiley,http://ecx.images-amazon.com/images/I/51Y8WQEu5xL._SL75_.jpg,Wiley,1586029
0470920513,"Dynamic Economic Decision Making: Strategies for Financial Risk, Capital Markets, and Monetary Policy (Wiley Finance)",Hardcover," ",1,"Silvia, John",9.41,1.33,6.57,6.57,Wiley,english,english,english,70.00,USD,Wiley,381,1.40,9.10,6.10,1.45,Book,ABIS_BOOK,2011-08-09,Wiley,http://ecx.images-amazon.com/images/I/51rx3EoNajL._SL75_.jpg,Wiley,1061129
0470920904,"Organizational Behavior: A Strategic Approach","Loose Leaf"," ","3rd Edition Binder Ready Version","Hitt, Michael A.",10.00,0.90,7.85,7.85,Wiley,english,english,english," "," ",Wiley,688,0.81,9.83,7.44,1.31,Book,ABIS_BOOK,2010-06-15,Wiley,http://ecx.images-amazon.com/images/I/41b1wQ0%2B6mL._SL75_.jpg,Wiley,1180793
