ASIN,Title,Binding,Creator,Edition,Author,ItemDimensionsHeight,ItemDimensionsLength,ItemDimensionsWidth,ItemDimensionsWeight,Label,LanguagesUnknown,LanguagesOriginal,LanguagesPublished,Amount,CurrencyCode,Manufacturer,NumberOfPages,PackageDimensionsHeight,PackageDimensionsLength,PackageDimensionsWidth,PackageDimensionsWeight,ProductGroup,ProductTypeName,PublicationDate,Publisher,SmallImageUrl,Studio,SalesRanking
1855205378,"Cadillac Eldorado 1967-78 Performance Portfolio",Paperback," ",Revised,"Clarke, R.M.",10.35,0.39,7.68,7.68,"Brooklands Books Ltd",english,english,english,24.95,USD,"Brooklands Books Ltd",140,0.39,10.55,7.80,0.93,Book,ABIS_BOOK,2000-12-03,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/51-Wn4kYoQL._SL75_.jpg,"Brooklands Books Ltd",855778
185520553X,"Firebird & Trans Am Performance Portfolio 1993-2000",Paperback," "," ","Clarke, R.M.",10.50,0.34,7.77,7.77,"Brooklands Books Ltd",english,english,english,24.95,USD,"Brooklands Books Ltd",140,0.35,10.67,7.89,0.99,Book,ABIS_BOOK,2001-02-26,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/51flAv8TIeL._SL75_.jpg,"Brooklands Books Ltd",813500
1855205548,"Land Rover Series II & IIa Repair Operation Manual",Paperback," "," ","Brooklands Books Ltd",11.22,2.07,8.17,8.17,"Brooklands Books",english,english,english,104.95,USD,"Brooklands Books",966,2.13,11.50,8.27,5.47,Book,ABIS_BOOK,2006-03-05,"Brooklands Books",http://ecx.images-amazon.com/images/I/412XNGn6tGL._SL75_.jpg,"Brooklands Books",1451585
1855205599,"Land Rover Discovery: 4x4 Performance Portfolio 1989-2000",Paperback," "," ","Clarke, R.M.",10.59,0.00,8.11,8.11,"Brooklands Books",english,english,english,22.95,USD,"Brooklands Books",140,0.39,10.55,7.87,0.93,Book,ABIS_BOOK,2001-05-07,"Brooklands Books",http://ecx.images-amazon.com/images/I/51UdeexUS9L._SL75_.jpg,"Brooklands Books",4227025
1855205610,"Land Rover Military Portfolio (Military Portfolio S.)",Paperback," ",Revised,"Clarke, R.M.",11.26,0.39,7.99,7.99,"Brooklands Books Ltd",english,english,english,22.95,USD,"Brooklands Books Ltd",140,0.39,11.42,8.19,1.06,Book,ABIS_BOOK,2001-05-07,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/51y3X0UUFfL._SL75_.jpg,"Brooklands Books Ltd",2537897
1855205629,"Mercedes 190 1983 Limited Edition Extra 1993",Paperback," ",Limited,"Clarke, R.M.",10.59,0.00,7.40,7.40,"Brooklands Books",english,english,english,24.95,USD,"Brooklands Books",140,0.40,10.50,7.70,0.75,Book,ABIS_BOOK,2001-07-01,"Brooklands Books",http://ecx.images-amazon.com/images/I/51WoXCi1KXL._SL75_.jpg,"Brooklands Books",2207236
1855205645,"Practical Gas Flow",Paperback," ",3,"John Dalton",9.25,0.28,6.85,6.85,"Brooklands Books Ltd",english,english,english,19.95,USD,"Brooklands Books Ltd",120,0.31,9.37,6.85,0.53,Book,ABIS_BOOK,2001-07-01,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/5136Xh6BVoL._SL75_.jpg,"Brooklands Books Ltd",1192905
1855205785,"Ferrari Dino Limited Edition Extra 1965-1974",Paperback," ",2,"Clarke, R.M.",10.43,0.31,7.68,7.68,"Brooklands Books Ltd",english,english,english,24.95,USD,"Brooklands Books Ltd",136,0.39,10.55,7.80,0.75,Book,ABIS_BOOK,2001-12-06,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/51QgtMApuQL._SL75_.jpg,"Brooklands Books Ltd",1181518
1855205866,"Plymouth 1950-60 (Limited Edition Series)",Paperback," "," ","Clarke, R.M.",10.33,0.30,7.58,7.58,"Brooklands Books Ltd",english,english,english,19.95,USD,"Brooklands Books Ltd",92,0.30,10.50,7.70,0.45,Book,ABIS_BOOK,2002-02-23,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/5133rxXEZ2L._SL75_.jpg,"Brooklands Books Ltd",246675
1855205882,"Dodge Dart 1960-76 (Limited Edition Extra S.)",Paperback," "," ","Clarke, R.M.",10.24,0.39,7.68,7.68,"Brooklands Books Ltd",english,english,english,24.95,USD,"Brooklands Books Ltd",136,0.40,10.50,7.70,0.75,Book,ABIS_BOOK,2002-02-21,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/61LffrPpuFL._SL75_.jpg,"Brooklands Books Ltd",1127764
1855205904,"Porsche 968 - Limited Edition Extra",Paperback," ",Limited,"Clarke, R.M.",10.24,0.39,7.68,7.68,"Brooklands Books Ltd",english,english,english,24.95,USD,"Brooklands Books Ltd",136,0.39,10.55,7.72,0.75,Book,ABIS_BOOK,2002-07-25,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/51R1j1x3gJL._SL75_.jpg,"Brooklands Books Ltd",2138962
1855206048,"Combat Land Rovers Portfolio No. 1",Paperback," "," ","Clarke, R.M.",11.02,0.30,8.07,8.07,"Brooklands Books Ltd",english,english,english,24.95,USD,"Brooklands Books Ltd",136,0.39,11.34,8.27,1.01,Book,ABIS_BOOK,2003-02-06,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/51c%2BMqGN3kL._SL75_.jpg,"Brooklands Books Ltd",2433962
1855206099,"Road & Track Porsche 928 Portfolio 1977-1994 (Road & Track Portolio Series)",Paperback," "," ","Clarke, R.M.",10.24,0.32,7.76,7.76,"Brooklands Books Ltd",english,english,english,19.95,USD,"Brooklands Books Ltd",128,0.33,10.58,7.16,0.89,Book,ABIS_BOOK,2003-05-12,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/51KnQcYIHnL._SL75_.jpg,"Brooklands Books Ltd",1093259
1855206137,"Range Rover Parts Catalog 1992-1994",Paperback," "," ","Brooklands Books Ltd",11.22,1.10,8.07,8.07,"Brooklands Books",english,english,english,84.95,USD,"Brooklands Books",484,1.10,11.40,8.20,2.50,Book,ABIS_BOOK,2006-03-05,"Brooklands Books",http://ecx.images-amazon.com/images/I/41Y4Sv2p6%2BL._SL75_.jpg,"Brooklands Books",3493343
1855206145,"Land Rover Discovery Parts Cat 1989-98",Paperback," "," ","Brooklands Books Ltd",11.22,1.38,8.07,8.07,"Brooklands Books",english,english,english,84.95,USD,"Brooklands Books",612,1.50,11.42,8.11,3.22,Book,ABIS_BOOK,2006-03-05,"Brooklands Books",http://ecx.images-amazon.com/images/I/41M1AdnTaAL._SL75_.jpg,"Brooklands Books",4146861
1855206161,"Range Rover Parts Catalog 1995-2001",Paperback," "," ","R.M. Clarke",11.06,0.00,8.11,8.11,"Brooklands Books",english,english,english,110.95,USD,"Brooklands Books",784,1.65,11.50,8.35,4.37,Book,ABIS_BOOK,2010-06-01,"Brooklands Books",http://ecx.images-amazon.com/images/I/415CIBYEsGL._SL75_.jpg,"Brooklands Books",3685682
1855206196,"Range Rover 4X4 1995-2001 -Performance Portfolio",Paperback," "," ","Clarke, R.M.",10.43,0.31,7.80,7.80,"Brooklands Books Ltd",english,english,english,24.95,USD,"Brooklands Books Ltd",136,0.40,10.60,7.80,0.85,Book,ABIS_BOOK,2003-05-15,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/51eE%2BVk7KHL._SL75_.jpg,"Brooklands Books Ltd",2606594
1855206390,"Plymouth 1964-1971: Muscle Portfolio",Paperback," "," ","Clarke, R.M.",10.75,0.33,7.99,7.99,"Brooklands Books Ltd",english,english,english,24.95,USD,"Brooklands Books Ltd",136,0.34,10.70,7.91,0.90,Book,ABIS_BOOK,2003-11-01,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/51dkGoUXZ-L._SL75_.jpg,"Brooklands Books Ltd",1473888
1855206439,"Cadillac Allante -Limited Edition Extra",Paperback," ",Limited,"Clarke, R.M.",10.24,0.39,7.68,7.68,"Brooklands Books Ltd",english,english,english,24.95,USD,"Brooklands Books Ltd",136,0.40,10.50,7.70,0.70,Book,ABIS_BOOK,2003-12-21,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/51spwEOe8nL._SL75_.jpg,"Brooklands Books Ltd",2119247
1855206501,"Land Rover Defender 90 110 130 Handbook 1991-Feb.1994 MY: Covers 2.5 and 3.5 V8 Petrol and 2.5 and 200 Tdi Diesel Engines",Paperback," "," ","R.M. Clarke"," "," "," "," ","Car Tech",english,english," ",22.95,USD,"Car Tech",192,0.47,8.11,5.75,0.57,Book,ABIS_BOOK,2009-04-20,"Car Tech",http://ecx.images-amazon.com/images/I/51xCmvZk4cL._SL75_.jpg,"Car Tech",3317465
185520651X,"Land Rover Defender 90 110 130 Handbook Mar. 1994-1998 MY: Covers: 2.5 and 3.5 V8 Petrol and 2.5 and 300 Tdi Diesel Engines",Paperback," "," ","R.M. Clarke"," "," "," "," ","Car Tech",english,english," ",22.95,USD,"Car Tech",192,0.55,8.11,5.75,0.66,Book,ABIS_BOOK,2009-04-20,"Car Tech",http://ecx.images-amazon.com/images/I/51xCmvZk4cL._SL75_.jpg,"Car Tech",3012570
1855206641,"Cadillac 1959-1966 Performance Portfolio",Paperback," "," ","Clarke, R.M.",10.43,0.31,7.60,7.60,"Brooklands Books Ltd",english,english,english,24.95,USD,"Brooklands Books Ltd",128,0.47,10.63,7.80,0.88,Book,ABIS_BOOK,2004-09-30,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/51WOeX2DFdL._SL75_.jpg,"Brooklands Books Ltd",2445493
1855206706,"Chevy II -Nova & SS 1962-1974 -Gold Portfolio",Paperback," "," ","Clarke, R.M.",10.75,0.00,7.76,7.76,"Brooklands Books Ltd",english,english,english,32.95,USD,"Brooklands Books Ltd",176,0.50,10.60,7.70,1.15,Book,ABIS_BOOK,2004-12-16,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/510wpU3cMVL._SL75_.jpg,"Brooklands Books Ltd",1605069
1855206722,"Ford Escort RS & Mexico Performance Portfolio 1970-1979",Paperback," "," ","Clarke, R.M.",10.35,0.31,7.68,7.68,"Brooklands Books Ltd",english,english,english,24.95,USD,"Brooklands Books Ltd",136,0.31,10.63,7.87,0.97,Book,ABIS_BOOK,2006-04-01,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/512yZdK8vuL._SL75_.jpg,"Brooklands Books Ltd",4535152
1855206781,"BMW E30 - 3 Series Restoration Bible (Brooklands Books)",Paperback," ",1st,"Everett, Andrew",10.24,0.00,7.76,7.76,"Brooklands Books Ltd",english,english,english,29.95,USD,"Brooklands Books Ltd",176,0.47,10.55,7.72,1.15,Book,ABIS_BOOK,2006-01-21,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/51mkLLl8qjL._SL75_.jpg,"Brooklands Books Ltd",213892
1855206986,"Land Rover Defender Td5 Electrical Manual: Td5 1999/2005 MY Onwards 300Tdi 2002/05 MY Onwards (Motor Books)",Paperback," "," "," "," "," "," "," ","Brooklands Books Ltd",english,english,english," "," ","Brooklands Books Ltd",200,0.71,11.42,8.27,1.59,Book,ABIS_BOOK,2005-10-15,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/515VIBzZ8JL._SL75_.jpg,"Brooklands Books Ltd",1161111
1855206994,"Mercedes-Benz G-Wagen Gold Portfolio 1981-2005",Paperback," "," ","Clarke, R.M.",10.51,0.39,7.99,7.99,"Brooklands Books Ltd",english,english,english,32.95,USD,"Brooklands Books Ltd",160,0.40,10.60,7.80,0.80,Book,ABIS_BOOK,2006-01-21,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/514ZIT-iMAL._SL75_.jpg,"Brooklands Books Ltd",682514
1855207125,"Land Rover Defender Parts Catalogue 90/110/130, 1987-2006",Paperback," "," ","Clarke, R. M.",11.06,0.00,8.11,8.11,"Brooklands Books",english,english,english,99.95,USD,"Brooklands Books",824,1.73,11.42,8.27,4.63,Book,ABIS_BOOK,2007-05-01,"Brooklands Books",http://ecx.images-amazon.com/images/I/41oViE8jzyL._SL75_.jpg,"Brooklands Books",905273
1855207192,"Jeep CJ-5 Limited Edition 1960-1975 (Limited Edition Extra)",Paperback," ",Limited,"Clarke, R.M.",10.49,0.25,7.74,7.74,"Brooklands Books Ltd",english,english,english,19.95,USD,"Brooklands Books Ltd",96,0.31,10.47,7.87,0.53,Book,ABIS_BOOK,2006-07-15,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/51MtCokLw6L._SL75_.jpg,"Brooklands Books Ltd",740998
1855207338,"Land Rover Discovery 1995-98 Official Workshop Manual",Paperback," "," ","Brooklands Books Ltd",0.00,0.00,0.00,0.00,"Brooklands Books",english,english,english,119.95,USD,"Brooklands Books",1058,1.81,11.42,8.27,4.23,Book,ABIS_BOOK,2007-04-01,"Brooklands Books",http://ecx.images-amazon.com/images/I/51Su8QtZwuL._SL75_.jpg,"Brooklands Books",3790431
1855207389,"Fiat 124 Spider Performance Portfolio 1966-1985",Paperback,"Clarke, R.M."," "," ",10.47,0.35,7.78,7.78,"Brooklands Books Ltd",english,english,english,24.95,USD,"Brooklands Books Ltd",136,0.50,10.50,7.70,0.80,Book,ABIS_BOOK,2007-05-01,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/51QbEtHgwKL._SL75_.jpg,"Brooklands Books Ltd",1241322
1855207443,"Ferrari 308 & Mondial Ultimate Portfolio 1974-1985",Paperback,"Clarke, R.M."," "," ",10.47,0.43,7.76,7.76,"Brooklands Books Ltd",english,english,english,37.95,USD,"Brooklands Books Ltd",208,0.63,10.47,7.87,1.37,Book,ABIS_BOOK,2007-05-01,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/51b3qfDfNLL._SL75_.jpg,"Brooklands Books Ltd",920518
185520746X,"Range Rover 1995/2001 My Workshop Manual: Covering: 4.0 & 4.6 V8 Petrol Engines BMW 2.5 Diesel Engines",Paperback," ",Revised,"Brooklands Books Ltd",11.57,0.00,8.62,8.62,"Brooklands Books",english,english,english,126.95,USD,"Brooklands Books",756,1.73,11.42,8.27,4.14,Book,ABIS_BOOK,2007-07-01,"Brooklands Books",http://ecx.images-amazon.com/images/I/515qAMbvVTL._SL75_.jpg,"Brooklands Books",1629992
1855207583,"Practical Classics on Land Rover Series 1 Restoration: The complete DIY Series 1 Land Rover restoration guide",Paperback,"Clarke, R.M."," "," ",10.51,0.31,7.76,7.76,"Brooklands Books Ltd",english,english,english,19.95,USD,"Brooklands Books Ltd",92,0.31,10.55,7.80,0.66,Book,ABIS_BOOK,2008-02-01,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/51ySppH0k4L._SL75_.jpg,"Brooklands Books Ltd",2598974
1855207664,"Land Rover Discovery WS Manual 1990-98",Paperback,"R. M. Clarke"," ","R. M. Clarke",11.22,0.55,8.19,8.19,"Car Tech",english,english,english,44.95,USD,"Car Tech",252,0.71,11.34,8.27,1.46,Book,ABIS_BOOK,2008-05-15,"Car Tech",http://ecx.images-amazon.com/images/I/51hd2%2BHtfCL._SL75_.jpg,"Car Tech",1608034
1855207680,"Mercedes-benz E-class: Petrol W124 & W210 Workshop Manual 1993-2000",Paperback," "," ","Mercedes Benz",10.63,0.59,8.07,8.07,"Car Tech",english,english,english,37.95,USD,"Car Tech",204,0.63,10.87,8.11,1.15,Book,ABIS_BOOK,2008-08-15,"Car Tech",http://ecx.images-amazon.com/images/I/51NDcAMktpL._SL75_.jpg,"Car Tech",314102
1855207702,"Alfa Romeo Giulia Coupes 1963-1976 (Limited Edition Ultra)",Paperback," "," ","Clarke, R.M.",10.55,0.43,7.64,7.64,"Brooklands Books Ltd",english,english,english,37.95,USD,"Brooklands Books Ltd",200,0.55,10.55,7.87,1.01,Book,ABIS_BOOK,2008-08-15,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/51RB4cEcQzL._SL75_.jpg,"Brooklands Books Ltd",1502232
1855208008,"Hail to the Jeep",Paperback," "," ","Clarke, R.M.",9.02,0.00,8.27,8.27,"Brooklands Books Ltd",english,english,english,19.95,USD,"Brooklands Books Ltd",120,0.40,8.90,8.10,0.65,Book,ABIS_BOOK,1984-02-19,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/51f2VCLoYuL._SL75_.jpg,"Brooklands Books Ltd",2529859
1855208229,"Triumph TR2 and TR3 Spare Parts Catalogue",Hardcover," "," "," "," "," "," "," ","Brooklands Books Ltd",english," "," "," "," ","Brooklands Books Ltd",369,1.10,10.71,8.03,2.25,Book,ABIS_BOOK,2009-02-01,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/51uTqfNFvDL._SL75_.jpg,"Brooklands Books Ltd"," "
185520830X,"Chevy Monster Big Blocks: Musclecar & Hi-Po Engines (Musclecar & Hi Po Engines Series)",Paperback,"Clarke, R.M."," "," ",10.24,0.31,7.68,7.68,"Brooklands Books Ltd",english,english,english,19.95,USD,"Brooklands Books Ltd",132,0.39,10.63,7.87,0.88,Book,ABIS_BOOK,2008-10-15,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/511BSIP9MyL._SL75_.jpg,"Brooklands Books Ltd",3320287
1855208431,"Land Rover Discovery Series II 1999-2004 MY Handbook: Publication Number LRL 0459BB Which Includes LRL 0459ENG and LRL 0545ENG",Paperback,"Clarke, R. M."," "," "," "," "," "," ","Brooklands Books Ltd",english," "," "," "," ","Brooklands Books Ltd",248,0.55,8.11,5.75,0.71,Book,ABIS_BOOK,2009-04-20,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/51bB8gAdo1L._SL75_.jpg,"Brooklands Books Ltd",773481
1855208636,"Lola Sports Racers (Limited Edition Premier)",Paperback," ",Limited,"Clarke, R.M",10.35,0.00,7.64,7.64,"Brooklands Books Ltd",english,english,english,32.95,USD,"Brooklands Books Ltd",160,0.47,10.55,7.87,0.75,Book,ABIS_BOOK,2010-03-15,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/51tHrN7F%2BNL._SL75_.jpg,"Brooklands Books Ltd",1281499
1855208687,"Land Rover Discovery Series II Workshop Manual 1999-2003 MY (Land Rover Workshop Manuals)",Paperback," "," ","Ltd, Brooklands Books",11.34,1.77,8.19,8.19,"Car Tech",english,english,english,134.95,USD,"Car Tech",824,1.89,11.42,8.35,4.54,Book,ABIS_BOOK,2010-04-15,"Car Tech",http://ecx.images-amazon.com/images/I/51qNdJrs1%2BL._SL75_.jpg,"Car Tech",573777
1855208741,"Land Rover Freelander Manual 2001/2003 (Brooklands)",Paperback," "," ","Clarke, R.M.",11.81,1.48,8.11,8.11,"Brooklands Books",english,english,english,89.95,USD,"Brooklands Books",616,1.42,11.73,8.19,3.48,Book,ABIS_BOOK,2009-11-01,"Brooklands Books",http://ecx.images-amazon.com/images/I/51H0uhS7JIL._SL75_.jpg,"Brooklands Books",1526052
1855208857,"Land Rover Discovery Series II (1999-2003 MY)",Paperback,"Land Rover"," "," ",11.42,0.59,8.17,8.17,"Brooklands Books",english,english,english,49.95,USD,"Brooklands Books",252,0.87,11.57,8.27,1.72,Book,ABIS_BOOK,2010-07-01,"Brooklands Books",http://ecx.images-amazon.com/images/I/41peo-4aC6L._SL75_.jpg,"Brooklands Books",129795
185520908X,"Jaguar Mk 2 (3.4, 3.8 & 340) Spare Parts Catalogue (1959-1969)",Paperback," "," "," "," "," "," "," ","Brooklands Books Ltd",english," "," "," "," ","Brooklands Books Ltd",268,0.79,11.10,8.27,1.98,Book,ABIS_BOOK,2010-08-13,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/41kiF5s9JuL._SL75_.jpg,"Brooklands Books Ltd"," "
1855209128,"Land Rover Series I Parts Catalogue 1948-53",Paperback," ",7th,"Books, Brooklands",11.42,0.59,8.07,8.07,"Brooklands Books",english,english,english,47.95,USD,"Brooklands Books",448,0.63,11.73,8.82,1.54,Book,ABIS_BOOK,2011-02-08,"Brooklands Books",http://ecx.images-amazon.com/images/I/51FsKrrPdbL._SL75_.jpg,"Brooklands Books",3340472
1855209144,"Daimler Dart SP250 & V-8 250 Saloon (Road Test Portfolio)",Paperback," "," ","Clarke, R.M",10.75,0.51,8.07,8.07,"Brooklands Books Ltd",english,english,english,49.95,USD,"Brooklands Books Ltd",200,0.63,11.02,8.27,1.32,Book,ABIS_BOOK,2011-07-01,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/61ctkrPq%2BgL._SL75_.jpg,"Brooklands Books Ltd",3469633
1855209284,"AC & Cobra 1962-2011 (A Brooklands Portfolio)",Paperback," "," ","Clarke, R.M.",10.75,0.51,8.19,8.19,"Brooklands Books Ltd",english,english,english,49.95,USD,"Brooklands Books Ltd",192,0.71,10.94,8.19,1.28,Book,ABIS_BOOK,2011-09-01,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/51FV6S7ZiVL._SL75_.jpg,"Brooklands Books Ltd",1985860
1855209314,"Citroen CX: 2000, 2200, 2400, 2500, CX25, GT, GTi, GTi & DTR Turbo, & Turbo 2, Athena, Familiale, Pallas, Reflex, Presti (A Brooklands Road Test Portfolio)",Paperback,"Clarke, R. M."," "," ",10.75,0.59,8.27,8.27,"Brooklands Books Ltd",english,english,english,59.95,USD,"Brooklands Books Ltd",260,0.79,10.94,8.19,1.76,Book,ABIS_BOOK,2012-01-01,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/51sc71uVhlL._SL75_.jpg,"Brooklands Books Ltd",3301177
1855209446,"Rover P6 1963-1977: 2000, 2200 & 3500",Paperback," "," ","Taylor, James"," "," "," "," ","Brooklands Books Ltd",english,english," "," "," ","Brooklands Books Ltd",200,0.71,9.61,7.40,1.01,Book,ABIS_BOOK,2012-03-01,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/512S4C6CnEL._SL75_.jpg,"Brooklands Books Ltd",3272052
1855209500,"Colin Chapman Wayward Genius",Paperback," ",Reprint,"Lawrence, Mike",9.49,0.79,6.26,6.26,"Brooklands Books Ltd",english,english,english,49.95,USD,"Brooklands Books Ltd",276,0.79,9.13,6.06,1.15,Book,ABIS_BOOK,2012-07-01,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/61NeiJ5jbyL._SL75_.jpg,"Brooklands Books Ltd",536245
1855209683,"Lotus Twin-Cam Engine: A comprehensive guide to the design, development, restoration and maintenance of the Lotus-Ford t",Paperback," "," ","Wilkins, Miles",11.26,0.79,8.50,8.50,"Brooklands Books Ltd",english,english,english,49.95,USD,"Brooklands Books Ltd",288,0.79,10.94,8.19,1.54,Book,ABIS_BOOK,2013-02-01,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/51de6bSDGIL._SL75_.jpg,"Brooklands Books Ltd",1055745
1855209780,"Ace Aceca: Greyhound 1953-1962",Paperback," "," ","Clarke, R M"," "," "," "," ","Brooklands Books Ltd",english,english,english,39.95,USD,"Brooklands Books Ltd",154,0.47,10.94,8.35,1.01,Book,ABIS_BOOK,2013-07-01,"Brooklands Books Ltd",http://ecx.images-amazon.com/images/I/51hCqrR2SZL._SL75_.jpg,"Brooklands Books Ltd",4575366
